2,3,4,5
0.000501,0.001446,0.001095,0.001814
0.000246,0.001244,0.00066,0.001574
0.0005,0.000628,0.001217,0.001682
0.000487,0.001071,0.001024,0.001929
0.000508,0.00088,0.001336,0.001471
0.000586,0.000988,0.00165,0.003068
0.000651,0.000877,0.001761,0.00197
0.000745,0.001418,0.001399,0.002048
0.000445,0.001272,0.001522,0.002473
0.001709,0.00187,0.001633,0.002174
0.000911,0.001275,0.001539,0.003027
0.000992,0.001045,0.002082,0.002635
0.000874,0.001147,0.002231,0.001972
0.001102,0.001265,0.002096,0.002359
0.001538,0.001105,0.002838,0.002052
0.001112,0.001304,0.002419,0.002202
0.001208,0.001312,0.002317,0.002755
0.001263,0.001431,0.002754,0.002887
0.000592,0.001514,0.001949,0.003209
0.001388,0.00152,0.002834,0.002894
0.001337,0.001566,0.00195,0.002645
0.001613,0.001655,0.002793,0.003213
0.000949,0.001656,0.002464,0.003704
0.000829,0.001853,0.002487,0.002623
0.002077,0.002208,0.001714,0.00284
0.002433,0.00176,0.002849,0.003283
0.001415,0.001231,0.002462,0.003486
0.001949,0.00222,0.002717,0.002849
0.003143,0.001334,0.002419,0.003633
0.003392,0.000937,0.002392,0.003721
0.002107,0.003854,0.003572,0.004254
0.002547,0.003194,0.002949,0.003613
0.002485,0.002936,0.002482,0.003456
0.003008,0.002304,0.002633,0.003055
0.002619,0.00252,0.002676,0.006488
0.002723,0.001384,0.002359,0.005782
0.001876,0.001396,0.002827,0.003819
0.002712,0.001293,0.002797,0.003337
0.003184,0.002795,0.003336,0.004967
0.004626,0.001794,0.003505,0.005123
0.003292,0.001781,0.004092,0.004102
0.001959,0.003812,0.005779,0.004438
0.005357,0.00434,0.003753,0.004446
0.00333,0.002909,0.003845,0.004577
0.002525,0.004252,0.003551,0.004414
0.005723,0.003406,0.0029,0.004661
0.003289,0.00384,0.001202,0.005807
0.004328,0.005392,0.0034,0.003897
0.003687,0.003811,0.00357,0.004723
0.004446,0.005765,0.004441,0.004133
0.008702,0.004144,0.00486,0.004129
0.003239,0.003573,0.004635,0.005215
0.006445,0.003761,0.003619,0.004263
0.00546,0.004454,0.003812,0.005281
0.005802,0.004074,0.003918,0.006058
0.003837,0.005543,0.004062,0.005277
0.006315,0.006305,0.005157,0.004826
0.002252,0.003698,0.004256,0.005588
0.005207,0.004738,0.005144,0.005617
0.005962,0.005954,0.005319,0.006415
0.006397,0.005668,0.006156,0.004717
0.007829,0.005789,0.005006,0.009632
0.004664,0.004955,0.004566,0.0066
0.007476,0.006358,0.004894,0.007807
0.007702,0.006736,0.006522,0.00611
0.008411,0.006355,0.004768,0.006307
0.009329,0.007581,0.004866,0.004313
0.008362,0.005793,0.007122,0.006733
0.008776,0.005636,0.00536,0.010748
0.010726,0.007952,0.005471,0.007682
0.011715,0.00919,0.005443,0.006668
0.013056,0.005977,0.00664,0.006971
0.011286,0.007515,0.00563,0.007868
0.011176,0.008037,0.007422,0.008312
0.011549,0.007388,0.009618,0.006434
0.013289,0.012129,0.006354,0.006306
0.013112,0.012699,0.007138,0.009301
0.011631,0.01143,0.007,0.007751
0.013582,0.010665,0.007479,0.008394
0.014249,0.007909,0.009245,0.004568
0.01225,0.007444,0.006385,0.012173
0.007793,0.007654,0.007207,0.010369
0.0123,0.004515,0.007531,0.008205
0.012725,0.008331,0.007661,0.010363
0.012528,0.01002,0.007571,0.009658
0.015234,0.008447,0.01049,0.009828
0.012158,0.010063,0.009003,0.008412
0.013621,0.008668,0.007406,0.01066
0.016228,0.010457,0.007688,0.009728
0.013848,0.010897,0.00777,0.010254
0.020542,0.011083,0.011691,0.010793
0.015317,0.011025,0.008605,0.011201
0.014955,0.011353,0.008227,0.00936
0.022926,0.015386,0.009366,0.01044
0.013545,0.010351,0.008892,0.012088
0.014976,0.010263,0.008434,0.009214
0.016226,0.010363,0.01129,0.012279
0.017887,0.016207,0.00544,0.015347
0.015572,0.010525,0.012766,0.011152
0.015113,0.013367,0.011305,0.012443
0.018078,0.01164,0.012802,0.013898
0.019142,0.01222,0.015494,0.011064
0.021023,0.012193,0.014906,0.015557
0.018923,0.016031,0.006901,0.015114
0.01988,0.013469,0.014715,0.010369
0.013309,0.012302,0.007437,0.015897
0.019521,0.013142,0.013771,0.01465
0.022888,0.014466,0.011988,0.014922
0.020586,0.012731,0.013748,0.015409
